category,scientific_name,common_names,conservation_status,primary_common_name
Vascular Plant,Calocedrus decurrens,Incense Cedar,Not Evaluated,Incense Cedar
Vascular Plant,Juniperus communis,"Common Juniper, Dwarf Juniper",Not Evaluated,Common Juniper
Vascular Plant,Juniperus occidentalis,Western Juniper,Not Evaluated,Western Juniper
Vascular Plant,Sequoiadendron giganteum,"Giant Redwood, Giant Sequoia, Sierra Redwood",Not Evaluated,Giant Redwood
Vascular Plant,Abies concolor,"Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, White Fir",Not Evaluated,Balsam Fir
Vascular Plant,Pinus attenuata,Knobcone Pine,Not Evaluated,Knobcone Pine
Vascular Plant,Pinus contorta ssp. murrayana,"Sierra Lodgepole Pine, Tamarack Pine",Not Evaluated,Sierra Lodgepole Pine
Vascular Plant,Pinus jeffreyi,"Black Pine, Jeffrey Pine, Jeffrey's Pine",Not Evaluated,Black Pine
Vascular Plant,Pinus lambertiana,"California Sugar Pine, Sugar Pine",Not Evaluated,California Sugar Pine
Vascular Plant,Pinus monophylla,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",Not Evaluated,Nut Pine
Vascular Plant,Pinus monticola,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",Not Evaluated,Idaho White Pine
Vascular Plant,Pinus ponderosa,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",Not Evaluated,Blackjack Pine
Vascular Plant,Pinus sabiniana,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",Not Evaluated,Bull Pine
Vascular Plant,Pseudotsuga menziesii var. menziesii,"Coast Douglas-Fir, Douglas-Fir",Not Evaluated,Coast Douglas-Fir
Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",Not Evaluated,Alpine Hemlock
Vascular Plant,Torreya californica,"California Nutmeg, California Torreya",Not Evaluated,California Nutmeg
Vascular Plant,Asarum hartwegii,Hartweg's Wildginger,Not Evaluated,Hartweg's Wildginger
Vascular Plant,Asarum lemmonii,Lemmon's Wildginger,Not Evaluated,Lemmon's Wildginger
Vascular Plant,Carex abrupta,Abruptbeak Sedge,Not Evaluated,Abruptbeak Sedge
Vascular Plant,Carex amplectens,Claspbract Sedge,Not Evaluated,Claspbract Sedge
Vascular Plant,Carex amplifolia,Bigleaf Sedge,Not Evaluated,Bigleaf Sedge
Vascular Plant,Carex angustata,"Common Meadow Sedge, Widefruit Sedge",Not Evaluated,Common Meadow Sedge
Vascular Plant,Carex aquatilis var. aquatilis,"Leafy Tussock Sedge, Water Sedge",Not Evaluated,Leafy Tussock Sedge
Vascular Plant,Carex bolanderi,"Bolander Sedge, Bolander's Sedge, Wood Sedge",Not Evaluated,Bolander Sedge
Vascular Plant,Carex brainerdii,Brainerd's Sedge,Not Evaluated,Brainerd's Sedge
Vascular Plant,Carex congdonii,Congdon's Sedge,Not Evaluated,Congdon's Sedge
Vascular Plant,Carex davyi,Davy's Sedge,Not Evaluated,Davy's Sedge
Vascular Plant,Carex densa,Dense Sedge,Not Evaluated,Dense Sedge
Vascular Plant,Carex feta,Greensheath Sedge,Not Evaluated,Greensheath Sedge
Vascular Plant,Carex filifolia var. erostrata,Shorthair Sedge,Not Evaluated,Shorthair Sedge
Vascular Plant,Carex fissuricola,"Canyon Sedge, Cleft Sedge",Not Evaluated,Canyon Sedge
Vascular Plant,Carex fracta,Fragile Sheath Sedge,Not Evaluated,Fragile Sheath Sedge
Vascular Plant,Carex hassei,"Hasse's Sedge, Salt Sedge, Saltsedge",Not Evaluated,Hasse's Sedge
Vascular Plant,Carex helleri,"Heller's Sedge, Sierra Sedge",Not Evaluated,Heller's Sedge
Vascular Plant,Carex heteroneura var. epapillosa,"Different Nerve Sedge, Different-Nerve Sedge, Nerve Sedge",Not Evaluated,Different Nerve Sedge
Vascular Plant,Carex heteroneura var. heteroneura,"Different Nerve Sedge, Different-Nerve Sedge",Not Evaluated,Different Nerve Sedge
Vascular Plant,Carex incurviformis var. danaensis,Coastal Sand Sedge,Not Evaluated,Coastal Sand Sedge
Vascular Plant,Carex integra,"Smoothbead Sedge, Smoothbeak Sedge",Not Evaluated,Smoothbead Sedge
Vascular Plant,Carex jonesii,"Jones Sedge, Jones' Sedge",Not Evaluated,Jones Sedge
Vascular Plant,Carex laeviculmis,Smoothstem Sedge,Not Evaluated,Smoothstem Sedge
Vascular Plant,Carex lanuginosa,Woolly Sedge,Not Evaluated,Woolly Sedge
Vascular Plant,Carex lemmonii,Lemmon's Sedge,Not Evaluated,Lemmon's Sedge
Vascular Plant,Carex lenticularis var. impressa,"Fewrib Sedge, Lakeshore Sedge",Not Evaluated,Fewrib Sedge
Vascular Plant,Carex lenticularis var. lipocarpa,"Kellogg Sedge, Kellogg's Sedge",Not Evaluated,Kellogg Sedge
Vascular Plant,Carex luzulifolia,Littleleaf Sedge,Not Evaluated,Littleleaf Sedge
Vascular Plant,Carex mariposana,Mariposa Sedge,Not Evaluated,Mariposa Sedge
Vascular Plant,Carex multicaulis,Manystem Sedge,Not Evaluated,Manystem Sedge
Vascular Plant,Carex multicostata,Manyrib Sedge,Not Evaluated,Manyrib Sedge
Vascular Plant,Carex nervina,"Nerved Sedge, Sierra Sedge",Not Evaluated,Nerved Sedge
Vascular Plant,Carex nudata,Naked Sedge,Not Evaluated,Naked Sedge
Vascular Plant,Carex sartwelliana,Yosemite Sedge,Not Evaluated,Yosemite Sedge
Vascular Plant,Carex scopulorum var. bracteosa,"Craterlike Sedge, Mountain Sedge",Not Evaluated,Craterlike Sedge
Vascular Plant,Carex senta,"Swamp Carex, Swamp Sedge",Not Evaluated,Swamp Carex
Vascular Plant,Carex specifica,Narrowfruit Sedge,Not Evaluated,Narrowfruit Sedge
Vascular Plant,Carex spectabilis,Showy Sedge,Not Evaluated,Showy Sedge
Vascular Plant,Carex stipata var. stipata,Owlfruit Sedge,Not Evaluated,Owlfruit Sedge
Vascular Plant,Carex straminiformis,Shasta Sedge,Not Evaluated,Shasta Sedge
Vascular Plant,Carex subfusca,Brown Sedge,Not Evaluated,Brown Sedge
Vascular Plant,Carex tahoensis,Tahoe Sedge,Not Evaluated,Tahoe Sedge
Vascular Plant,Carex tiogana,Tioga Pass Sedge,Not Evaluated,Tioga Pass Sedge
Vascular Plant,Carex tompkinsii,Thompkins' Sedge,Not Evaluated,Thompkins' Sedge
Vascular Plant,Carex vernacula,"Native Sedge, Spring Sedge",Not Evaluated,Native Sedge
Vascular Plant,Carex whitneyi,"Whitney Sedge, Whitney's Sedge",Not Evaluated,Whitney Sedge
Vascular Plant,Cyperus eragrostis,Tall Flatsedge,Not Evaluated,Tall Flatsedge
Vascular Plant,Eleocharis acicularis var. acicularis,"Needle Spikerush, Needle Spike-Rush",Not Evaluated,Needle Spikerush
Vascular Plant,Eleocharis bolanderi,Bolander's Spikerush,Not Evaluated,Bolander's Spikerush
Vascular Plant,Eleocharis decumbens,Decumbent Spikerush,Not Evaluated,Decumbent Spikerush
Vascular Plant,Eleocharis macrostachya,Pale Spikerush,Not Evaluated,Pale Spikerush
Vascular Plant,Eleocharis parishii,"Parish Spikerush, Parish's Spikerush",Not Evaluated,Parish Spikerush
Vascular Plant,Eriophorum crinigerum,Fringed Cottongrass,Not Evaluated,Fringed Cottongrass
Vascular Plant,Lipocarpha micrantha,"Dwarf Bulrush, Smallflower Halfchaff Sedge, Small-Flower Halfchaff Sedge, Smallflower Hemicarpha",Not Evaluated,Dwarf Bulrush
Vascular Plant,Lipocarpha occidentalis,Western Halfchaff Sedge,Not Evaluated,Western Halfchaff Sedge
Vascular Plant,Rhynchospora alba,White Beaksedge,Not Evaluated,White Beaksedge
Vascular Plant,Scirpus cernuus,Low Bulrush,Not Evaluated,Low Bulrush
Vascular Plant,Scirpus congdonii,Congdon's Bulrush,Not Evaluated,Congdon's Bulrush
Vascular Plant,Scirpus diffusus,Umbrella Bulrush,Not Evaluated,Umbrella Bulrush
Vascular Plant,Juncus balticus,Baltic Rush,Not Evaluated,Baltic Rush
Vascular Plant,Juncus bryoides,Moss Rush,Not Evaluated,Moss Rush
Vascular Plant,Juncus bufonius var. bufonius,Toad Rush,Not Evaluated,Toad Rush
Vascular Plant,Juncus bufonius var. occidentalis,Toad Rush,Not Evaluated,Toad Rush
Vascular Plant,Juncus capillaris,Hairystem Dwarf Rush,Not Evaluated,Hairystem Dwarf Rush
Vascular Plant,Juncus chlorocephalus,Greenhead Rush,Not Evaluated,Greenhead Rush
Vascular Plant,Juncus covillei var. obtusatus,Coville's Rush,Not Evaluated,Coville's Rush
Vascular Plant,Juncus dubius,"Dubius Rush, Mariposa Rush, Questionable Rush",Not Evaluated,Dubius Rush
Vascular Plant,Juncus effusus var. exiguus,"Lamp Rush, Small Rush",Not Evaluated,Lamp Rush
Vascular Plant,Juncus effusus var. pacificus,Pacific Rush,Not Evaluated,Pacific Rush
Vascular Plant,Juncus ensifolius,"Swordleaf Rush, Three-Stamened Rush",Not Evaluated,Swordleaf Rush
Vascular Plant,Juncus hemiendytus var. abjectus,Herman's Dwarf Rush,Not Evaluated,Herman's Dwarf Rush
Vascular Plant,Juncus hemiendytus var. hemiendytus,Herman's Dwarf Rush,Not Evaluated,Herman's Dwarf Rush
Vascular Plant,Juncus macrandrus,Longanther Rush,Not Evaluated,Longanther Rush
Vascular Plant,Juncus mexicanus,Mexican Rush,Not Evaluated,Mexican Rush
Vascular Plant,Juncus occidentalis,Western Rush,Not Evaluated,Western Rush
Vascular Plant,Juncus orthophyllus,Straightleaf Rush,Not Evaluated,Straightleaf Rush
Vascular Plant,Juncus oxymeris,Pointed Rush,Not Evaluated,Pointed Rush
Vascular Plant,Juncus saximontanus,Rocky Mountain Rush,Not Evaluated,Rocky Mountain Rush
Vascular Plant,Juncus tiehmii,"Nevada Rush, Tiehm's Rush",Not Evaluated,Nevada Rush
Vascular Plant,Juncus triformis,Yosemite Dwarf Rush,Not Evaluated,Yosemite Dwarf Rush
Vascular Plant,Juncus uncialis,Twelfth Rush,Not Evaluated,Twelfth Rush
Vascular Plant,Juncus xiphioides,Irisleaf Rush,Not Evaluated,Irisleaf Rush
Vascular Plant,Luzula comosa,Pacific Woodrush,Not Evaluated,Pacific Woodrush
Vascular Plant,Luzula divaricata,Forked Woodrush,Not Evaluated,Forked Woodrush
Vascular Plant,Luzula orestera,Sierra Woodrush,Not Evaluated,Sierra Woodrush
Vascular Plant,Luzula subcongesta,Donner Woodrush,Not Evaluated,Donner Woodrush
Vascular Plant,Achnatherum latiglume,Sierra Needlegrass,Not Evaluated,Sierra Needlegrass
Vascular Plant,Achnatherum lemmonii,Lemmon's Needlegrass,Not Evaluated,Lemmon's Needlegrass
Vascular Plant,Achnatherum nelsonii ssp. dorei,"Columbia Needlegrass, Dore's Needlegrass",Not Evaluated,Columbia Needlegrass
Vascular Plant,Achnatherum nevadense,Nevada Needlegrass,Not Evaluated,Nevada Needlegrass
Vascular Plant,Achnatherum occidentale ssp. californicum,California Needlegrass,Not Evaluated,California Needlegrass
Vascular Plant,Achnatherum occidentale ssp. occidentale,"Western Needle Grass, Western Needlegrass",Not Evaluated,Western Needle Grass
Vascular Plant,Achnatherum occidentale ssp. pubescens,"Elmer's Needlegrass, Pubescent Western Needlegrass",Not Evaluated,Elmer's Needlegrass
Vascular Plant,Achnatherum thurberianum,Thurber's Needlegrass,Not Evaluated,Thurber's Needlegrass
Vascular Plant,Agrostis pallens,Seashore Bentgrass,Not Evaluated,Seashore Bentgrass
Vascular Plant,Andropogon virginicus var. virginicus,"Broomsedge, Broomsedge Bluestem",Not Evaluated,Broomsedge
Vascular Plant,Aristida divaricata,Poverty Threeawn,Not Evaluated,Poverty Threeawn
Vascular Plant,Avena barbata,"Slender Oat, Slender Oats, Slender Wildoat",Not Evaluated,Slender Oat
Vascular Plant,Briza minor,Little Quakinggrass,Not Evaluated,Little Quakinggrass
Vascular Plant,Bromus arenarius,Australian Brome,Not Evaluated,Australian Brome
Vascular Plant,Bromus catharticus,"Rescue Brome, Rescue Grass, Rescuegras, Rescuegrass",Not Evaluated,Rescue Brome
Vascular Plant,Bromus diandrus,Ripgut Brome,Not Evaluated,Ripgut Brome
Vascular Plant,Bromus grandis,Tall Brome,Not Evaluated,Tall Brome
Vascular Plant,Bromus hordeaceus,"Soft Brome, Soft Chess",Not Evaluated,Soft Brome
Vascular Plant,Bromus inermis ssp. inermis,Smooth Brome,Not Evaluated,Smooth Brome
Vascular Plant,Bromus laevipes,"Chinook Brome, Woodland Brome",Not Evaluated,Chinook Brome
Vascular Plant,Bromus orcuttianus,"Orcutt Brome, Orcutt's Brome",Not Evaluated,Orcutt Brome
Vascular Plant,Bromus sterilis,"Barren Bromegrass, Poverty Brome, Sterile Brome",Not Evaluated,Barren Bromegrass
Vascular Plant,Bromus suksdorfii,Suksdorf's Brome,Not Evaluated,Suksdorf's Brome
Vascular Plant,Calamagrostis breweri,Shorthair Reedgrass,Not Evaluated,Shorthair Reedgrass
Vascular Plant,Calamagrostis stricta ssp. inexpansa,"Northern Reedgrass, Slim-Stem Reed Grass",Not Evaluated,Northern Reedgrass
Vascular Plant,Cinna bolanderi,Bolander's Woodreed,Not Evaluated,Bolander's Woodreed
Vascular Plant,Cynosurus echinatus,Bristly Dogstail Grass,Not Evaluated,Bristly Dogstail Grass
Vascular Plant,Danthonia californica var. californica,California Wild Oatgrass,Not Evaluated,California Wild Oatgrass
Vascular Plant,Deschampsia cespitosa ssp. cespitosa,Tufted Hairgrass,Not Evaluated,Tufted Hairgrass
Vascular Plant,Distichlis spicata,"Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Saltgrass, Seashore Saltgrass",Not Evaluated,Desert Saltgrass
Vascular Plant,Elymus elymoides ssp. californicus,Squirreltail,Not Evaluated,Squirreltail
Vascular Plant,Elymus elymoides ssp. elymoides,"Bottlebrush Squirreltail, Squirreltail",Not Evaluated,Bottlebrush Squirreltail
Vascular Plant,Elymus glaucus ssp. glaucus,"Blue Wild Rye, Blue Wildrye",Not Evaluated,Blue Wild Rye
Vascular Plant,Elymus glaucus ssp. jepsonii,Jepson's Blue Wildrye,Not Evaluated,Jepson's Blue Wildrye
Vascular Plant,Elymus multisetus,"Big Squirreltail, Big Wild Rye",Not Evaluated,Big Squirreltail
Vascular Plant,Elymus sierrae,Sierra Wildrye,Not Evaluated,Sierra Wildrye
Vascular Plant,Elymus stebbinsii,Parish Wheatgrass,Not Evaluated,Parish Wheatgrass
Vascular Plant,Elymus trachycaulus ssp. subsecundus,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",Not Evaluated,Bearded Wheatgrass
Vascular Plant,Elymus trachycaulus ssp. trachycaulus,Slender Wheatgrass,Not Evaluated,Slender Wheatgrass
Vascular Plant,Eragrostis mexicana ssp. virescens,Mexican Lovegrass,Not Evaluated,Mexican Lovegrass
Vascular Plant,Eragrostis pilosa var. pilosa,Indian Lovegrass,Not Evaluated,Indian Lovegrass
Vascular Plant,Festuca brachyphylla ssp. breviculmis,Alpine Fescue,Not Evaluated,Alpine Fescue
Vascular Plant,Festuca minutiflora,"Smallflower Fescue, Small-Flower Fescue",Not Evaluated,Smallflower Fescue
Vascular Plant,Festuca saximontana var. purpusiana,Rocky Mountain Fescue,Not Evaluated,Rocky Mountain Fescue
Vascular Plant,Hesperostipa comata ssp. comata,"Needle And Thread, Needleandthread",Not Evaluated,Needle And Thread
Vascular Plant,Hordeum brachyantherum ssp. brachyantherum,Meadow Barley,Not Evaluated,Meadow Barley
Vascular Plant,Hordeum brachyantherum ssp. californicum,California Barley,Not Evaluated,California Barley
Vascular Plant,Hordeum murinum ssp. glaucum,Smooth Barley,Not Evaluated,Smooth Barley
Vascular Plant,Hordeum murinum ssp. leporinum,"Lepor Barley, Leporinum Barley",Not Evaluated,Lepor Barley
Vascular Plant,Hordeum murinum ssp. murinum,Wall Barley,Not Evaluated,Wall Barley
Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",Not Evaluated,Beardless Lyme Grass
Vascular Plant,Lolium multiflorum,"Annual Ryegrass, Italian Ryegrass",Not Evaluated,Annual Ryegrass
Vascular Plant,Lolium temulentum,"Darnel, Darnel Ryegrass, Poison Darnel",Not Evaluated,Darnel
Vascular Plant,Melica aristata,"Bearded Melicgrass, Bearded Oniongrass",Not Evaluated,Bearded Melicgrass
Vascular Plant,Melica californica,California Melicgrass,Not Evaluated,California Melicgrass
Vascular Plant,Melica harfordii,Harford's Oniongrass,Not Evaluated,Harford's Oniongrass
Vascular Plant,Melica imperfecta,Smallflower Melicgrass,Not Evaluated,Smallflower Melicgrass
Vascular Plant,Melica stricta,"Rock Melicgrass, Rock Oniongrass",Not Evaluated,Rock Melicgrass
Vascular Plant,Muhlenbergia minutissima,Annual Muhly,Not Evaluated,Annual Muhly
Vascular Plant,Muhlenbergia montana,Mountain Muhly,Not Evaluated,Mountain Muhly
Vascular Plant,Muhlenbergia rigens,"Deer Muhly, Deergrass",Not Evaluated,Deer Muhly
Vascular Plant,Parapholis incurva,Curved Sicklegrass,Not Evaluated,Curved Sicklegrass
Vascular Plant,Poa bolanderi,Bolander's Bluegrass,Not Evaluated,Bolander's Bluegrass
Vascular Plant,Poa cusickii,Cusick's Bluegrass,Not Evaluated,Cusick's Bluegrass
Vascular Plant,Poa cusickii ssp. cusickii,Cusick's Bluegrass,Not Evaluated,Cusick's Bluegrass
Vascular Plant,Poa cusickii ssp. epilis,Cusick's Bluegrass,Not Evaluated,Cusick's Bluegrass
Vascular Plant,Poa fendleriana ssp. longiligula,Muttongrass,Not Evaluated,Muttongrass
Vascular Plant,Poa glauca ssp. rupicola,Timberline Bluegrass,Not Evaluated,Timberline Bluegrass
Vascular Plant,Poa keckii,Keck's Bluegrass,Not Evaluated,Keck's Bluegrass
Vascular Plant,Poa leptocoma ssp. leptocoma,Bog Bluegrass,Not Evaluated,Bog Bluegrass
Vascular Plant,Poa nemoralis,"Forest Blue Grass, Wood Bluegrass",Not Evaluated,Forest Blue Grass
Vascular Plant,Poa pratensis ssp. pratensis,Kentucky Bluegrass,Not Evaluated,Kentucky Bluegrass
Vascular Plant,Poa pringlei,Pringle's Bluegrass,Not Evaluated,Pringle's Bluegrass
Vascular Plant,Poa secunda,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass",Not Evaluated,Big Bluegrass
Vascular Plant,Poa stebbinsii,Stebbin's Bluegrass,Not Evaluated,Stebbin's Bluegrass
Vascular Plant,Polypogon maritimus,Mediterranean Rabbitsfoot Grass,Not Evaluated,Mediterranean Rabbitsfoot Grass
Vascular Plant,Pseudoroegneria spicata,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",Not Evaluated,Bluebunch Wheatgrass
Vascular Plant,Ptilagrostis kingii,Sierra False Needlegrass,Not Evaluated,Sierra False Needlegrass
Vascular Plant,Scribneria bolanderi,Scribner's Grass,Not Evaluated,Scribner's Grass
Vascular Plant,Torreyochloa erecta,Spiked False Mannagrass,Not Evaluated,Spiked False Mannagrass
Vascular Plant,Vulpia microstachys var. confusa,Confusing Fescue,Not Evaluated,Confusing Fescue
Vascular Plant,Vulpia microstachys var. pauciflora,Pacific Fescue,Not Evaluated,Pacific Fescue
Vascular Plant,Sparganium emersum ssp. emersum,Emersed Bur-Reed,Not Evaluated,Emersed Bur-Reed
Vascular Plant,Woodwardia fimbriata,"Giant Chain Fern, Giant Chainfern",Not Evaluated,Giant Chain Fern
Vascular Plant,Dryopteris arguta,Coastal Woodfern,Not Evaluated,Coastal Woodfern
Vascular Plant,Dryopteris filix-mas,"Male Fern, Male Woodfern, Malefern",Not Evaluated,Male Fern
Vascular Plant,Polystichum imbricans ssp. imbricans,Narrowleaf Swordfern,Not Evaluated,Narrowleaf Swordfern
Vascular Plant,Polystichum kruckebergii,Kruckeberg's Hollyfern,Not Evaluated,Kruckeberg's Hollyfern
Vascular Plant,Polystichum munitum,Western Swordfern,Not Evaluated,Western Swordfern
Vascular Plant,Polypodium californicum,California Polypody,Not Evaluated,California Polypody
Vascular Plant,Polypodium calirhiza,Nested Polypody,Not Evaluated,Nested Polypody
Vascular Plant,Polypodium glycyrrhiza,Licorice Fern,Not Evaluated,Licorice Fern
Vascular Plant,Polypodium hesperium,Western Polypody,Not Evaluated,Western Polypody
Vascular Plant,Adiantum jordanii,"California Maidenhair, California Maidenhair Fern",Not Evaluated,California Maidenhair
Vascular Plant,Aspidotis californica,California Lacefern,Not Evaluated,California Lacefern
Vascular Plant,Aspidotis densa,"Indian's Dream, Pod Fern",Not Evaluated,Indian's Dream
Vascular Plant,Cheilanthes covillei,"Coville's Lip Fern, Coville's Lipfern",Not Evaluated,Coville's Lip Fern
Vascular Plant,Cheilanthes gracillima,Lace Lipfern,Not Evaluated,Lace Lipfern
Vascular Plant,Cheilanthes intertexta,Coastal Lipfern,Not Evaluated,Coastal Lipfern
Vascular Plant,Cryptogramma cascadensis,Cascade Rockbrake,Not Evaluated,Cascade Rockbrake
Vascular Plant,Pellaea andromedifolia,Coffee Cliffbrake,Not Evaluated,Coffee Cliffbrake
Vascular Plant,Pellaea bridgesii,Bridges' Cliffbrake,Not Evaluated,Bridges' Cliffbrake
Vascular Plant,Pentagramma pallida,Pale Silverback Fern,Not Evaluated,Pale Silverback Fern
Vascular Plant,Pentagramma triangularis ssp. triangularis,"Goldback Fern, Goldfern, Western Goldfern",Not Evaluated,Goldback Fern
Vascular Plant,Athyrium alpestre var. americanum,Alpine Ladyfern,Not Evaluated,Alpine Ladyfern
Vascular Plant,Athyrium filix-femina var. cyclosorum,Subarctic Ladyfern,Not Evaluated,Subarctic Ladyfern
